year,lhb,la,GPCluster,PracticeID,npat,npat_male,npat_fem,nm_0_4,nm_5_14,nm_15_44,nm_45_64,nm_65_74,nm_75_84,nm_85,nf_0_4,nf_5_14,nf_15_44,nf_45_64,nf_65_74,nf_75_84,nf_85
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98017,2747,1402,1345,82,136,491,389,179,108,17,67,161,436,349,184,103,45
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98019,5796,2902,2894,178,358,1014,815,319,179,39,143,334,999,825,334,173,86
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98031,11022,5382,5640,297,626,1902,1490,605,351,111,280,587,1972,1511,647,428,215
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98032,8740,4384,4356,218,496,1648,1159,476,282,105,216,494,1511,1198,485,320,132
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98035,9371,4540,4831,266,534,1633,1227,502,280,98,271,512,1647,1277,551,379,194
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98041,6716,3401,3315,216,448,1304,927,275,163,68,208,438,1257,857,285,170,100
2018,Abertawe Bro Morgannwg University LHB,Neath Port Talbot,Afan,W98627,2283,1183,1100,55,116,423,342,136,85,26,56,110,368,328,127,78,33
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92003,8197,3999,4198,223,461,1222,1143,580,293,77,178,465,1266,1207,619,325,138
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92013,4184,2101,2083,118,241,696,630,260,124,32,111,228,709,599,239,148,49
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92035,7374,3630,3744,206,388,1151,1022,509,273,81,186,361,1147,1064,528,327,131
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92036,10399,5039,5360,267,611,1624,1353,716,366,102,266,571,1711,1437,744,418,213
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92040,9202,4596,4606,230,562,1600,1283,506,318,97,203,493,1518,1271,570,366,185
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92046,4235,2117,2118,104,236,691,606,270,158,52,103,219,638,625,268,170,95
2018,Hywel Dda University LHB,Carmarthenshire,Amman/Gwendraeth,W92051,8436,4133,4303,217,513,1371,1138,507,299,88,215,497,1479,1128,513,327,144
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94002,10036,5008,5028,219,501,1508,1494,783,413,90,229,513,1392,1484,801,443,166
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94006,4756,2382,2374,132,249,703,756,319,167,56,126,226,684,709,326,198,105
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94009,4640,2264,2376,78,196,622,650,403,228,87,102,178,599,684,430,267,116
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94014,4700,2304,2396,116,288,787,635,282,168,28,133,287,774,628,281,200,93
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94015,8263,4012,4251,200,459,1225,1141,551,329,107,189,418,1222,1194,615,397,216
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94023,7174,3543,3631,140,344,1050,936,602,363,108,141,323,975,998,642,383,169
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94026,5229,2645,2584,131,347,953,695,284,177,58,158,320,850,683,303,176,94
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94029,6960,3465,3495,239,426,1146,977,397,214,66,185,399,1148,958,420,271,114
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94038,10341,5107,5234,290,653,1716,1387,649,332,80,301,621,1766,1367,686,342,151
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94043,2274,1172,1102,51,131,387,365,142,69,27,70,118,356,309,132,87,30
2018,Betsi Cadwaladr University LHB,Isle of Anglesey,Anglesey,W94633,1307,682,625,29,73,205,225,81,56,13,34,66,194,189,79,42,21
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94010,11077,5613,5464,164,383,3623,986,249,147,61,141,347,3590,819,287,184,96
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94017,5940,3011,2929,144,354,1037,931,339,162,44,144,320,1027,782,345,197,114
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94027,6007,3037,2970,171,354,1105,865,333,157,52,145,307,1055,810,359,199,95
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94028,6307,3165,3142,189,410,1180,896,324,132,34,188,415,1129,843,318,172,77
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94030,13167,6496,6671,396,855,2350,1693,684,388,130,374,809,2336,1711,716,469,256
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94033,2754,1368,1386,79,164,429,412,169,95,20,62,143,457,397,173,120,34
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94034,8967,4565,4402,269,588,1958,1116,360,207,67,240,549,1850,980,386,247,150
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94039,5752,2784,2968,183,356,986,745,315,158,41,166,368,1023,808,325,183,95
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94040,3509,1808,1701,92,206,753,494,166,75,22,96,187,646,447,165,107,53
2018,Betsi Cadwaladr University LHB,Gwynedd,Arfon,W94609,4475,2312,2163,117,257,740,659,297,186,56,90,243,638,603,303,199,87
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98016,8796,4287,4509,218,508,1446,1143,499,338,135,196,492,1441,1151,594,437,198
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98021,21325,10455,10870,530,1221,3611,2823,1225,757,288,468,1134,3489,2916,1366,997,500
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98023,7381,3917,3464,175,323,1482,1282,382,209,64,131,301,1344,961,367,245,115
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98033,7678,3803,3875,133,379,1021,1076,617,400,177,133,308,927,1108,604,485,310
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98045,6410,3192,3218,79,368,866,945,519,311,104,90,329,769,964,538,370,158
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98049,9281,4624,4657,218,555,1650,1250,523,292,136,227,460,1524,1241,592,367,246
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98053,9399,5621,3778,,,5539,70,8,3,1,,,3732,35,5,6,
2018,Abertawe Bro Morgannwg University LHB,Swansea,BayHealth,W98055,3707,1756,1951,59,190,539,541,193,170,64,66,177,488,591,290,229,110
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent East,W93007,4960,2406,2554,135,268,916,644,268,128,47,129,251,904,747,275,176,72
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent East,W93009,4475,2308,2167,106,266,858,674,246,125,33,121,259,782,593,221,141,50
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent East,W93068,10333,5200,5133,260,613,1828,1529,557,314,99,268,541,1762,1484,549,356,173
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent East,W93075,7602,3919,3683,218,442,1404,1089,416,282,68,192,397,1333,977,420,267,97
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent East,W93115,6326,3185,3141,160,330,1183,925,372,171,44,169,355,1119,872,337,219,70
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent West,W93032,8583,4159,4424,227,459,1477,1210,474,262,50,214,463,1554,1250,536,315,92
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent West,W93035,7091,3498,3593,203,407,1347,942,373,186,40,191,392,1376,955,378,224,77
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent West,W93063,5573,2728,2845,159,253,958,792,356,159,51,127,263,984,788,339,248,96
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent West,W93065,6711,3384,3327,159,340,1287,950,373,221,54,189,350,1215,894,351,227,101
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent West,W93619,3508,1812,1696,110,201,666,496,195,102,42,70,177,635,451,185,134,44
2018,Aneurin Bevan University LHB,Blaenau Gwent,Blaenau Gwent West,W93623,6907,3365,3542,174,408,1259,931,363,184,46,179,411,1314,938,388,219,93
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend East Network,W95010,18080,8914,9166,579,1168,3247,2343,841,575,161,493,1049,3443,2330,943,651,257
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend East Network,W95017,7811,3958,3853,218,468,1423,1091,445,259,54,214,451,1349,1042,456,252,89
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend East Network,W95018,11665,5800,5865,315,742,2191,1527,668,278,79,319,751,2070,1582,707,325,111
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend East Network,W95035,19041,9358,9683,514,1076,3536,2612,985,497,138,511,1016,3482,2687,1112,612,263
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend East Network,W95070,14911,7344,7567,428,907,2647,2122,737,373,130,388,874,2728,2137,738,487,215
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95009,9189,4632,4557,236,549,1616,1264,557,321,89,211,529,1512,1250,564,375,116
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95012,6553,3303,3250,218,418,1236,868,347,176,40,165,382,1200,848,363,220,72
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95031,7591,3796,3795,242,472,1458,1035,361,174,54,224,485,1387,1012,376,245,66
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95037,10452,5113,5339,319,600,1874,1452,509,280,79,310,532,1973,1448,540,393,143
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95064,6167,3030,3137,156,348,1019,907,364,186,50,159,336,1057,871,389,218,107
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95067,4326,2142,2184,121,268,768,600,245,114,26,123,241,781,597,243,132,67
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95079,4379,2207,2172,109,265,799,709,203,98,24,115,248,793,663,214,104,35
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend North Network,W95645,3145,1596,1549,83,162,585,453,189,101,23,80,169,551,399,171,127,52
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend West Network,W95034,10831,5332,5499,300,687,1917,1440,559,332,97,280,623,1928,1483,638,398,149
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend West Network,W95041,15270,7418,7852,266,717,2032,2258,1181,689,275,226,630,2043,2321,1253,880,499
2018,Abertawe Bro Morgannwg University LHB,Bridgend,Bridgend West Network,W95063,8441,4264,4177,250,578,1591,1137,416,216,76,245,508,1483,1128,441,266,106
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93001,7294,3656,3638,215,481,1372,986,359,189,54,194,397,1362,974,399,224,88
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93011,13118,6412,6706,364,797,2342,1744,718,358,89,349,772,2400,1819,800,411,155
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93012,7549,3796,3753,204,492,1346,1038,424,234,58,160,431,1317,971,496,252,126
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93014,5897,2901,2996,144,294,1048,809,359,197,50,126,346,1043,824,350,220,87
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93059,8451,4094,4357,258,544,1532,1145,371,197,47,264,537,1657,1125,438,251,85
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93064,14000,7069,6931,328,732,2523,2144,792,411,139,303,740,2381,2014,793,488,212
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly East,W93067,9485,4800,4685,271,551,1796,1314,527,257,84,230,518,1669,1275,562,276,155
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W93010,3081,1523,1558,99,207,547,411,167,78,14,101,185,588,389,166,98,31
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W93614,3700,1871,1829,88,176,665,528,221,148,45,76,182,612,538,208,156,57
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95013,5829,2982,2847,125,304,1114,855,347,195,42,133,284,970,816,370,204,70
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95043,5664,2837,2827,153,308,1000,769,380,173,54,128,238,919,819,382,233,108
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95050,8237,4056,4181,285,515,1615,1002,376,212,51,296,476,1637,1060,393,251,68
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95065,13741,6798,6943,384,847,2502,1846,715,387,117,373,813,2477,1862,820,445,153
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95068,8906,4397,4509,253,531,1684,1176,470,235,48,271,529,1655,1179,474,268,133
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95078,2731,1449,1282,57,161,575,446,131,65,14,62,140,477,385,118,79,21
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly North,W95081,12950,6498,6452,352,727,2521,1780,670,366,82,338,750,2364,1725,673,443,159
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W00005,7998,4117,3881,214,1536,1161,498,415,230,63,231,1431,1056,448,386,242,87
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W95008,10419,5104,5315,304,595,1811,1385,610,314,85,286,603,1837,1374,660,403,152
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W95046,12549,6187,6362,293,705,2138,1718,749,439,145,285,657,2083,1725,857,545,210
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W95049,8741,4390,4351,309,530,1753,1178,373,193,54,315,502,1777,1095,375,212,75
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W95059,9752,4785,4967,273,660,1792,1308,449,224,79,248,596,1847,1341,511,306,118
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W95073,3002,1458,1544,94,178,588,388,147,48,15,93,172,595,429,166,69,20
2018,Aneurin Bevan University LHB,Caerphilly,Caerphilly South,W95636,4003,2026,1977,118,277,848,497,180,89,17,110,257,796,480,203,101,30
2018,Cardiff and Vale University LHB,Cardiff,Cardiff East,W97006,18757,9463,9294,595,1189,4456,2186,701,257,79,498,1140,4149,2307,699,364,137
2018,Cardiff and Vale University LHB,Cardiff,Cardiff East,W97008,18183,9012,9171,578,1372,3746,2122,711,330,153,529,1296,3841,2069,719,440,277
2018,Cardiff and Vale University LHB,Cardiff,Cardiff East,W97027,15393,7584,7809,451,1011,2984,1898,728,393,119,491,941,2895,2008,764,512,198
2018,Cardiff and Vale University LHB,Cardiff,Cardiff East,W97069,4970,2380,2590,179,415,1024,536,122,73,31,170,419,1134,586,135,75,71
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97010,9814,4841,4973,295,585,1769,1272,543,266,111,263,556,1787,1257,608,339,163
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97013,8890,4293,4597,227,475,1523,1161,494,281,132,199,445,1399,1288,599,370,297
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97015,15544,7512,8032,406,900,2630,2074,837,478,187,403,908,2728,2175,926,594,298
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97021,10499,5123,5376,350,640,1906,1323,492,274,138,310,693,1905,1312,534,391,231
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97025,7694,3886,3808,117,237,2501,678,202,108,43,116,243,2450,586,204,127,82
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97033,10435,5229,5206,254,538,2249,1427,445,215,101,269,551,2099,1295,451,328,213
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97034,12474,5921,6553,274,526,3655,951,299,157,59,252,498,4072,1010,339,238,144
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97041,7976,3907,4069,204,378,2059,817,263,142,44,215,343,2208,794,265,160,84
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97053,7600,3853,3747,189,396,1719,920,348,196,85,146,358,1614,883,358,229,159
2018,Cardiff and Vale University LHB,Cardiff,Cardiff North,W97065,10501,5116,5385,402,948,2189,1153,289,105,30,405,823,2488,1168,332,117,52
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97002,6175,3315,2860,166,308,1611,867,206,107,50,136,306,1355,699,165,133,66
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97007,7401,3746,3655,280,509,1673,875,256,116,37,253,493,1661,816,218,152,62
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97009,5639,2621,3018,63,140,2031,284,53,34,16,83,136,2443,200,59,48,49
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97014,6720,3592,3128,144,248,2340,573,165,86,36,168,238,2008,412,144,114,44
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97020,9696,5029,4667,139,391,3112,887,295,146,59,165,340,2794,744,282,225,117
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97048,12573,6430,6143,405,706,3343,1424,340,165,47,435,660,3279,1218,304,176,71
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97056,6361,3422,2939,12,18,3100,200,45,41,6,13,15,2766,70,30,30,15
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South East,W97060,7875,4266,3609,220,388,2226,969,273,143,47,195,366,1814,753,230,178,73
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97005,4182,2297,1885,94,170,963,686,194,131,59,97,191,734,488,171,132,72
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97016,3865,2115,1750,93,220,821,619,184,118,60,81,195,661,450,198,113,52
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97017,8074,3924,4150,320,649,1548,861,304,185,57,289,637,1641,933,321,245,84
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97018,4684,2657,2027,126,240,1631,540,70,42,8,118,252,1272,278,67,31,9
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97023,7931,3828,4103,253,530,1398,998,382,201,66,243,543,1571,987,418,259,82
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97031,6028,3040,2988,169,359,1256,846,222,129,59,160,374,1149,778,236,186,105
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97040,12865,6356,6509,423,959,2622,1534,494,250,74,408,934,2573,1601,565,307,121
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97067,4945,2541,2404,122,207,1335,645,157,48,27,147,222,1330,471,122,62,50
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97068,3024,1617,1407,83,196,662,442,143,70,21,108,193,553,344,94,73,42
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97296,7817,3843,3974,246,503,1768,1019,195,91,21,257,479,1870,982,206,117,63
2018,Cardiff and Vale University LHB,Cardiff,Cardiff South West,W97623,2561,1302,1259,109,224,579,292,72,24,2,95,217,550,282,72,34,9
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97024,8609,4180,4429,210,576,1458,1111,511,234,80,213,581,1466,1189,569,270,141
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97028,8282,4092,4190,217,488,1419,1219,414,247,88,179,457,1345,1239,450,346,174
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97036,6019,2948,3071,152,303,1144,916,263,132,38,153,335,1144,883,313,166,77
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97047,9184,4345,4839,272,605,1508,1134,442,278,106,296,571,1657,1193,525,406,191
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97059,4904,2523,2381,127,288,908,762,271,114,53,103,253,807,714,288,134,82
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97286,6546,3162,3384,213,387,1388,790,234,108,42,177,394,1488,788,285,156,96
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97294,5983,2947,3036,207,364,1137,789,258,133,59,150,315,1133,875,279,182,102
2018,Cardiff and Vale University LHB,Cardiff,Cardiff West,W97619,6795,3380,3415,178,364,1337,988,304,148,61,213,364,1279,939,304,210,106
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91002,10321,5113,5208,245,583,1605,1497,658,383,142,219,525,1595,1518,694,424,233
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91023,5106,2502,2604,104,234,795,752,377,192,48,99,251,752,819,381,226,76
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91027,5155,2578,2577,148,282,898,750,278,176,46,115,268,839,786,306,192,71
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91033,9093,4488,4605,204,459,1453,1268,660,336,108,192,484,1336,1327,666,411,189
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91034,2848,1410,1438,55,142,413,457,193,110,40,60,159,443,401,203,107,65
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91047,4014,1995,2019,89,206,608,620,284,140,48,102,207,614,609,288,134,65
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91057,3495,1721,1774,93,206,585,483,206,106,42,95,182,554,530,216,132,65
2018,Betsi Cadwaladr University LHB,Denbighshire,Central & South Denbighshire,W91624,1905,1067,838,58,105,359,341,126,59,19,32,82,279,251,114,54,26
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97001,14085,6972,7113,409,868,2601,1898,697,373,126,407,889,2599,1870,714,437,197
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97032,12321,6099,6222,373,724,2417,1672,564,258,91,388,747,2384,1616,599,343,145
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97046,11681,5990,5691,274,701,2198,1766,595,363,93,326,656,2002,1528,588,402,189
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97058,7233,3532,3701,211,484,1376,886,334,179,62,198,422,1347,950,396,264,124
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97062,3496,1749,1747,74,243,508,516,254,102,52,70,196,531,506,241,139,64
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97064,7451,3655,3796,204,419,1398,948,414,200,72,205,419,1375,1042,422,235,98
2018,Cardiff and Vale University LHB,Vale of Glamorgan,Central Vale,W97611,7557,3559,3998,263,531,1468,867,281,123,26,291,469,1650,1038,334,161,55
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91004,13312,6598,6714,306,709,2440,1813,742,442,146,296,697,2168,1874,833,541,305
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91022,13530,6814,6716,419,776,2827,1721,646,325,100,405,750,2698,1618,696,390,159
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91030,6524,3188,3336,177,381,1326,857,246,151,50,173,385,1225,874,338,233,108
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91042,3476,1782,1694,128,216,723,458,157,70,30,115,194,689,437,131,98,30
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91054,5640,2772,2868,165,366,976,818,248,149,50,144,372,998,793,294,183,84
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91058,5465,2832,2633,124,315,1097,801,272,162,61,155,321,990,665,250,192,60
2018,Betsi Cadwaladr University LHB,Wrexham,Central Wrexham,W91629,3862,1928,1934,156,335,880,394,88,46,29,180,316,850,397,76,53,62
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97029,5253,2809,2444,163,276,1489,642,135,79,25,157,231,1328,481,137,75,35
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97044,7484,4123,3361,261,499,2126,859,214,115,49,260,491,1856,477,130,100,47
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97061,8329,4311,4018,295,506,2013,1040,274,137,46,264,485,1924,832,273,169,71
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97063,3366,1921,1445,80,214,873,518,137,67,32,90,152,674,340,100,55,34
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97291,8295,4596,3699,251,332,3103,708,134,52,16,259,314,2543,415,99,52,17
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97299,4577,2312,2265,173,404,1157,440,70,54,14,170,359,1108,422,108,66,32
2018,Cardiff and Vale University LHB,Cardiff,City & Cardiff South,W97616,3025,1722,1303,111,238,864,328,63,82,36,88,199,674,196,56,51,39
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98015,5089,2647,2442,207,369,1190,626,167,72,16,183,334,1107,550,143,94,31
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98020,4364,2254,2110,58,217,771,714,286,146,62,56,186,657,634,280,200,97
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98024,6104,3154,2950,105,280,1222,845,386,221,95,142,235,967,740,389,293,184
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98027,10485,5519,4966,268,507,2842,1268,384,196,54,268,451,2280,1130,450,274,113
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98039,4322,2391,1931,124,279,1034,666,173,86,29,124,210,811,503,169,88,26
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98056,5228,2619,2609,164,314,1127,645,208,109,52,141,308,1081,624,206,138,111
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98057,7800,4154,3646,234,435,2230,866,222,116,51,213,434,1693,788,241,171,106
2018,Abertawe Bro Morgannwg University LHB,Swansea,CityHealth,W98608,6632,3822,2810,153,338,1700,1080,322,173,56,136,272,1157,748,256,154,87
2018,Betsi Cadwaladr University LHB,Conwy,Conwy East,W91007,11962,5898,6064,294,706,1940,1694,723,406,135,291,704,1924,1672,751,492,230
2018,Betsi Cadwaladr University LHB,Conwy,Conwy East,W91014,6947,3424,3523,143,371,1081,956,515,290,68,137,349,1014,1011,594,292,126
2018,Betsi Cadwaladr University LHB,Conwy,Conwy East,W91031,9504,4620,4884,237,604,1603,1265,497,300,114,245,560,1562,1294,552,410,261
2018,Betsi Cadwaladr University LHB,Conwy,Conwy East,W91038,15701,7663,8038,333,819,2146,2085,1238,764,278,336,740,2267,2220,1281,831,363
2018,Betsi Cadwaladr University LHB,Conwy,Conwy East,W91048,8832,4362,4470,204,450,1513,1176,568,326,125,170,473,1358,1200,594,401,274
2018,Betsi Cadwaladr University LHB,Conwy,Conwy West,W00065,2287,1153,1134,52,108,366,361,150,74,42,64,108,338,350,136,89,49
2018,Betsi Cadwaladr University LHB,Conwy,Conwy West,W94001,9087,4381,4706,214,474,1515,1221,504,298,155,181,428,1475,1262,594,475,291
2018,Betsi Cadwaladr University LHB,Conwy,Conwy West,W94003,7592,3784,3808,187,395,1224,1165,477,252,84,154,388,1207,1101,508,292,158
2018,Betsi Cadwaladr University LHB,Conwy,Conwy West,W94005,2594,1309,1285,69,124,386,440,185,86,19,52,128,373,439,172,97,24
2018,Betsi Cadwaladr University LHB,Conwy,Conwy West,W94016,3594,1711,1883,83,141,542,500,274,123,48,67,174,558,603,273,138,70
